title,cast,script,directing,date_published,likes,dislikes,views_num
vida loka,karina ramil,,,2019-07-11,138390.0,7619.0,2000168
balbúrdia,fábio porchat,,,2019-07-08,350432.0,14732.0,4304210
balbúrdia,rafael portugal,,,2019-07-08,350432.0,14732.0,4304210
balbúrdia,karina ramil,,,2019-07-08,350432.0,14732.0,4304210
balbúrdia,thati lopes,,,2019-07-08,350432.0,14732.0,4304210
busca de entorpecentes,pedro benevides,,,2019-07-06,227409.0,4792.0,4161975
busca de entorpecentes,antonio tabet,,,2019-07-06,227409.0,4792.0,4161975
busca de entorpecentes,rafael portugal,,,2019-07-06,227409.0,4792.0,4161975
mendigas,thati lopes,,,2019-07-04,208015.0,2712.0,3526660
mendigas,evelyn castro,,,2019-07-04,208015.0,2712.0,3526660
mendigas,karina ramil,,,2019-07-04,208015.0,2712.0,3526660
mendigas,manuela moog,,,2019-07-04,208015.0,2712.0,3526660
mendigas,gregório duvivier,,,2019-07-04,208015.0,2712.0,3526660
mendigas,rafael portugal,,,2019-07-04,208015.0,2712.0,3526660
famoso quem?,thati lopes,,,2019-07-01,252019.0,3316.0,4657534
famoso quem?,rafael portugal,,,2019-07-01,252019.0,3316.0,4657534
famoso quem?,gabriel totoro,,,2019-07-01,252019.0,3316.0,4657534
coach,bianca byington,,,2019-06-29,338531.0,4359.0,5829592
coach,rafael portugal,,,2019-06-29,338531.0,4359.0,5829592
coach,antonio tabet,,,2019-06-29,338531.0,4359.0,5829592
viajando,fábio porchat,,,2019-06-27,163685.0,5635.0,3023458
viajando,evelyn castro,,,2019-06-27,163685.0,5635.0,3023458
viajando,maria paula pinheiro,,,2019-06-27,163685.0,5635.0,3023458
parabéns papai,gregório duvivier,,,2019-06-24,200209.0,6242.0,2889403
parabéns papai,thati lopes,,,2019-06-24,200209.0,6242.0,2889403
crowdfunding,pedro benevides,,,2019-06-22,120046.0,1216.0,1627618
crowdfunding,camillo borges,,,2019-06-22,120046.0,1216.0,1627618
crowdfunding,fábio porchat,,,2019-06-22,120046.0,1216.0,1627618
atlântida,evelyn castro,,,2019-06-20,245909.0,3459.0,4703713
atlântida,rafael portugal,,,2019-06-20,245909.0,3459.0,4703713
atlântida,pedro benevides,,,2019-06-20,245909.0,3459.0,4703713
plano de invasão,fábio porchat,,,2019-06-17,157324.0,2834.0,2171028
plano de invasão,gregório duvivier,,,2019-06-17,157324.0,2834.0,2171028
plano de invasão,pedro benevides,,,2019-06-17,157324.0,2834.0,2171028
plano diabólico,antonio tabet,,,2019-06-15,179695.0,4493.0,2568465
plano diabólico,rafael portugal,,,2019-06-15,179695.0,4493.0,2568465
plano diabólico,fábio porchat,,,2019-06-15,179695.0,4493.0,2568465
plano diabólico,gregório duvivier,,,2019-06-15,179695.0,4493.0,2568465
plano diabólico,pedro benevides,,,2019-06-15,179695.0,4493.0,2568465
ciúmes 2,letícia lima,,,2019-06-13,254956.0,4687.0,4190073
ciúmes 2,fábio porchat,,,2019-06-13,254956.0,4687.0,4190073
ciúmes 2,bianca frossard,,,2019-06-13,254956.0,4687.0,4190073
ciúmes 2,juliana corrêa,,,2019-06-13,254956.0,4687.0,4190073
bolsa,pedro benevides,,,2019-06-10,140037.0,1991.0,2157480
bolsa,karina ramil,,,2019-06-10,140037.0,1991.0,2157480
bolsa,camillo borges,,,2019-06-10,140037.0,1991.0,2157480
bolsa,evelyn castro,,,2019-06-10,140037.0,1991.0,2157480
bolsa,rafael portugal,,,2019-06-10,140037.0,1991.0,2157480
garoto do sinal,gregório duvivier,,,2019-06-08,140080.0,2526.0,1774067
garoto do sinal,fábio de luca,,,2019-06-08,140080.0,2526.0,1774067
garoto do sinal,thati lopes,,,2019-06-08,140080.0,2526.0,1774067
handmaid's tale,karina ramil,,,2019-06-06,187177.0,26884.0,1712167
handmaid's tale,thati lopes,,,2019-06-06,187177.0,26884.0,1712167
handmaid's tale,evelyn castro,,,2019-06-06,187177.0,26884.0,1712167
handmaid's tale,bianca frossard,,,2019-06-06,187177.0,26884.0,1712167
merchan de época,antonio tabet,,,2019-06-03,157660.0,2759.0,2690690
merchan de época,rafael portugal,,,2019-06-03,157660.0,2759.0,2690690
merchan de época,noemia oliveira,,,2019-06-03,157660.0,2759.0,2690690
merchan de época,karina ramil,,,2019-06-03,157660.0,2759.0,2690690
merchan de época,pedro benevides,,,2019-06-03,157660.0,2759.0,2690690
pecados,fábio porchat,,,2019-06-01,138522.0,6513.0,2252143
pecados,camillo borges,,,2019-06-01,138522.0,6513.0,2252143
karatê kid,pedro benevides,,,2019-05-30,137710.0,5290.0,2195772
karatê kid,thati lopes,,,2019-05-30,137710.0,5290.0,2195772
karatê kid,carlos takeshi,,,2019-05-30,137710.0,5290.0,2195772
karatê kid,lucas pinho,,,2019-05-30,137710.0,5290.0,2195772
teleconferência,fábio porchat,,,2019-05-27,96601.0,2640.0,1356262
teleconferência,gregório duvivier,,,2019-05-27,96601.0,2640.0,1356262
teleconferência,joel vieira,,,2019-05-27,96601.0,2640.0,1356262
chá de revelação,ana alice de aguiar,,,2019-05-25,130034.0,5075.0,1978587
chá de revelação,evelyn castro,,,2019-05-25,130034.0,5075.0,1978587
chá de revelação,pedro benevides,,,2019-05-25,130034.0,5075.0,1978587
chá de revelação,pedro casa nova,,,2019-05-25,130034.0,5075.0,1978587
clube do vinho,marcelo mansfield,,,2019-05-23,200361.0,4409.0,3450248
clube do vinho,rafael portugal,,,2019-05-23,200361.0,4409.0,3450248
clube do vinho,thati lopes,,,2019-05-23,200361.0,4409.0,3450248
beijo,gregório duvivier,,,2019-05-20,112291.0,17441.0,1594236
beijo,camillo borges,,,2019-05-20,112291.0,17441.0,1594236
beijo,jefferson schroeder,,,2019-05-20,112291.0,17441.0,1594236
despedida de solteira,estevam nabote,,,2019-05-18,126657.0,5191.0,1685215
despedida de solteira,evelyn castro,,,2019-05-18,126657.0,5191.0,1685215
despedida de solteira,karina ramil,,,2019-05-18,126657.0,5191.0,1685215
despedida de solteira,thati lopes,,,2019-05-18,126657.0,5191.0,1685215
despedida de solteira,yuri marçal,,,2019-05-18,126657.0,5191.0,1685215
congestionamento,antonio tabet,,,2019-05-16,139166.0,3925.0,2205297
congestionamento,fábio porchat,,,2019-05-16,139166.0,3925.0,2205297
congestionamento,karina ramil,,,2019-05-16,139166.0,3925.0,2205297
congestionamento,pedro benevides,,,2019-05-16,139166.0,3925.0,2205297
congestionamento,rafael portugal,,,2019-05-16,139166.0,3925.0,2205297
posse de arma,camillo borges,,,2019-05-13,387878.0,46424.0,5327838
posse de arma,gregório duvivier,,,2019-05-13,387878.0,46424.0,5327838
posse de arma,pedro benevides,,,2019-05-13,387878.0,46424.0,5327838
posse de arma,rafael portugal,,,2019-05-13,387878.0,46424.0,5327838
posse de arma,thati lopes,,,2019-05-13,387878.0,46424.0,5327838
thor,evelyn castro,,,2019-05-11,201367.0,9394.0,2760919
thor,fábio porchat,,,2019-05-11,201367.0,9394.0,2760919
thor,giulia ayade,,,2019-05-11,201367.0,9394.0,2760919
thor,joão bravo,,,2019-05-11,201367.0,9394.0,2760919
thor,leo tabet,,,2019-05-11,201367.0,9394.0,2760919
thor,marina wilson,,,2019-05-11,201367.0,9394.0,2760919
thor,rafinha weiss,,,2019-05-11,201367.0,9394.0,2760919
de férias com o ex,antonio tabet,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,noemia oliveira,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,raphael portugal,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,thati lopes,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,bifão,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,claudinho matos,,,2019-05-09,512273.0,16331.0,10532292
de férias com o ex,gabriel aglio,,,2019-05-09,512273.0,16331.0,10532292
bastidores,fábio de luca,,,2019-05-06,71486.0,9875.0,880392
bastidores,gregório duvivier,,,2019-05-06,71486.0,9875.0,880392
bastidores,noemia oliveira,,,2019-05-06,71486.0,9875.0,880392
acidente de avião,camillo borges,,,2019-05-04,114176.0,3909.0,2095866
acidente de avião,karina ramil,,,2019-05-04,114176.0,3909.0,2095866
acidente de avião,rafael portugal,,,2019-05-04,114176.0,3909.0,2095866
acidente de avião,thati lopes,,,2019-05-04,114176.0,3909.0,2095866
cidadão de bem,antonio tabet,,,2019-05-02,241020.0,4476.0,4095556
cidadão de bem,fábio porchat,,,2019-05-02,241020.0,4476.0,4095556
cidadão de bem,gregório duvivier,,,2019-05-02,241020.0,4476.0,4095556
cidadão de bem,pedro benevides,,,2019-05-02,241020.0,4476.0,4095556
cidadão de bem,thati lopes,,,2019-05-02,241020.0,4476.0,4095556
eu não vejo série,gabriel totoro,,,2019-04-29,200681.0,2348.0,3127619
eu não vejo série,pedro benevides,,,2019-04-29,200681.0,2348.0,3127619
eu não vejo série,rafael portugal,,,2019-04-29,200681.0,2348.0,3127619
eu não vejo série,thati lopes,,,2019-04-29,200681.0,2348.0,3127619
surfe de titãs - campeonato de surf para mendigos,andré fustagno,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,antonio tabet,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,camillo borges,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,fabio porchat,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,felipe dylon,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,matheus canella,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,mauricio ozorio,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,pedro benevides,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,rodrigo magal,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - campeonato de surf para mendigos,victor leal,,,2019-04-27,14775.0,752.0,199699
surfe de titãs - barreira de corais na austrália,andré fustagno,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,antonio tabet,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,camillo borges,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,fabio porchat,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,felipe dylon,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,matheus canella,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,mauricio ozorio,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,pedro benevides,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,rodrigo magal,,,2019-04-27,14047.0,694.0,283472
surfe de titãs - barreira de corais na austrália,victor leal,,,2019-04-27,14047.0,694.0,283472
vascão,pedro benevides,,,2019-04-25,193421.0,3926.0,2543591
vascão,rafael portugal,,,2019-04-25,193421.0,3926.0,2543591
vingadores,evelyn castro,,,2019-04-22,272432.0,10531.0,3372694
vingadores,fabio porchat,,,2019-04-22,272432.0,10531.0,3372694
vingadores,pedro benevides,,,2019-04-22,272432.0,10531.0,3372694
vingadores,thati lopes,,,2019-04-22,272432.0,10531.0,3372694
surfe de titãs - kitesurf em madagascar,carla diaz,,,2019-04-20,26644.0,894.0,324284
surfe de titãs - kitesurf em madagascar,carol zanqui,,,2019-04-20,26644.0,894.0,324284
surfe de titãs - kitesurf em madagascar,matheus canella,,,2019-04-20,26644.0,894.0,324284
surfe de titãs - kitesurf em madagascar,mauricio ozorio,,,2019-04-20,26644.0,894.0,324284
surfe de titãs - kitesurf em madagascar,pedro benevides,,,2019-04-20,26644.0,894.0,324284
surfe de titãs - kitesurf em madagascar,victor leal,,,2019-04-20,26644.0,894.0,324284
fã de época,jefferson schroeder,,,2019-04-18,96140.0,5769.0,1264616
fã de época,rafael portugal,,,2019-04-18,96140.0,5769.0,1264616
fã de época,pedro benevides,,,2019-04-18,96140.0,5769.0,1264616
fã de época,gabriel totoro,,,2019-04-18,96140.0,5769.0,1264616
ouvem tudo,evelyn castro,,,2019-04-15,128492.0,3541.0,2165963
ouvem tudo,antonio tabet,,,2019-04-15,128492.0,3541.0,2165963
ouvem tudo,camilo borges,,,2019-04-15,128492.0,3541.0,2165963
ouvem tudo,pedro benevides,,,2019-04-15,128492.0,3541.0,2165963
ouvem tudo,gabriel totoro,,,2019-04-15,128492.0,3541.0,2165963
surfe de titãs - urca do minhoto,victor leal,,,2019-04-13,16595.0,1130.0,295438
surfe de titãs - urca do minhoto,pedro benevides,,,2019-04-13,16595.0,1130.0,295438
surfe de titãs - urca do minhoto,mauricio ozório,,,2019-04-13,16595.0,1130.0,295438
site,fabio porchat,,,2019-04-11,128017.0,4889.0,2360823
site,pedro benevides,,,2019-04-11,128017.0,4889.0,2360823
site,fábio de luca,,,2019-04-11,128017.0,4889.0,2360823
escola sem partido,noemia oliveira,,,2019-04-08,221224.0,18885.0,1966063
escola sem partido,vítor presto,,,2019-04-08,221224.0,18885.0,1966063
escola sem partido,yasmin galvão,,,2019-04-08,221224.0,18885.0,1966063
surfe de titãs - especial indonésia,antonio tabet,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,estevam nabote,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,evelyn castro,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,fábio de luca,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,fani pacheco,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,gregório duvivier,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,pedro benevides,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,pedro esteves,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs - especial indonésia,victor leal,,,2019-04-06,30669.0,3071.0,509425
surfe de titãs | trailer,,,,2019-04-05,16954.0,606.0,200114
maratonando,karina ramil,,,2019-04-04,122916.0,2691.0,1715494
maratonando,rafael portugal,,,2019-04-04,122916.0,2691.0,1715494
pronunciamento,camillo borges,,,2019-04-01,131494.0,23409.0,1319135
pronunciamento,felipe ruggeri,,,2019-04-01,131494.0,23409.0,1319135
pronunciamento,gregório duvivier,,,2019-04-01,131494.0,23409.0,1319135
pronunciamento,thati lopes,,,2019-04-01,131494.0,23409.0,1319135
pronunciamento,pedro benevides,,,2019-04-01,131494.0,23409.0,1319135
pronunciamento,rafael portugal,,,2019-04-01,131494.0,23409.0,1319135
lei seca,antonio tabet,,,2019-03-30,212520.0,4033.0,3606455
lei seca,fábio de luca,,,2019-03-30,212520.0,4033.0,3606455
lei seca,noemia oliveira,,,2019-03-30,212520.0,4033.0,3606455
lei seca,pedro benevides,,,2019-03-30,212520.0,4033.0,3606455
lei seca,thati lopes,,,2019-03-30,212520.0,4033.0,3606455
lei seca,totoro,,,2019-03-30,212520.0,4033.0,3606455
novela,rafael portugal,,,2019-03-28,124786.0,5169.0,2022051
novela,thati lopes,,,2019-03-28,124786.0,5169.0,2022051
miojeria gourmet,camillo borges,,,2019-03-25,287154.0,4152.0,5774592
miojeria gourmet,fabio porchat,,,2019-03-25,287154.0,4152.0,5774592
miojeria gourmet,karina ramil,,,2019-03-25,287154.0,4152.0,5774592
pela vida,noemia oliveira,,,2019-03-23,103850.0,8548.0,1059284
pela vida,thati lopes,,,2019-03-23,103850.0,8548.0,1059284
heroínas brasileiras,antonio tabet,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,evelyn castro,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,karina ramil,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,noemia oliveira,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,pedro benevides,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,thati lopes,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,fabio porchat,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,gregório duvivier,,,2019-03-21,287184.0,8327.0,4430871
heroínas brasileiras,rafael portugal,,,2019-03-21,287184.0,8327.0,4430871
vamos ver uma série?,fabio porchat,,,2019-03-18,121986.0,4528.0,1894623
vamos ver uma série?,noemia oliveira,,,2019-03-18,121986.0,4528.0,1894623
fada dental,gregório duvivier,,,2019-03-16,135412.0,2967.0,2328683
fada dental,thati lopes,,,2019-03-16,135412.0,2967.0,2328683
google,andré fustagno,,,2019-03-14,268051.0,3137.0,5053386
google,fábio de luca,,,2019-03-14,268051.0,3137.0,5053386
google,rafael portugal,,,2019-03-14,268051.0,3137.0,5053386
glitter,evelyn castro,,,2019-03-11,160254.0,4292.0,3339394
glitter,karina ramil,,,2019-03-11,160254.0,4292.0,3339394
glitter,tânia queiroz,,,2019-03-11,160254.0,4292.0,3339394
mercado feminino,evelyn castro,,,2019-03-09,265109.0,9736.0,4263469
mercado feminino,fabio porchat,,,2019-03-09,265109.0,9736.0,4263469
mercado feminino,karina ramil,,,2019-03-09,265109.0,9736.0,4263469
blocos,gregório duvivier,,,2019-03-07,183051.0,4069.0,2973250
blocos,fabio porchat,,,2019-03-07,183051.0,4069.0,2973250
blocos,fábio de luca,,,2019-03-07,183051.0,4069.0,2973250
puxador sincero,antonio tabet,,,2019-03-04,118636.0,4126.0,1467781
carnaval 2019,antonio tabet,,,2019-03-02,133907.0,8673.0,1620779
carnaval 2019,evelyn castro,,,2019-03-02,133907.0,8673.0,1620779
carnaval 2019,pedro benevides,,,2019-03-02,133907.0,8673.0,1620779
carnafirma,evelyn castro,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,fábio de luca,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,fabio porchat,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,gabriel totoro,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,karina ramil,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,pedro benevides,,,2019-02-28,172464.0,1594.0,2381966
carnafirma,rafael portugal,,,2019-02-28,172464.0,1594.0,2381966
crossfit,camillo borges,,,2019-02-25,159964.0,1825.0,2610437
crossfit,karina ramil,,,2019-02-25,159964.0,1825.0,2610437
crossfit,pedro benevides,,,2019-02-25,159964.0,1825.0,2610437
oscar,fabio porchat,,,2019-02-23,116281.0,3237.0,1616464
oscar,karina ramil,,,2019-02-23,116281.0,3237.0,1616464
oscar,anja bittercourt,,,2019-02-23,116281.0,3237.0,1616464
oscar,pedro benevides,,,2019-02-23,116281.0,3237.0,1616464
come tudinho,camillo borges,,,2019-02-21,182740.0,8119.0,2912055
come tudinho,gregório duvivier,,,2019-02-21,182740.0,8119.0,2912055
come tudinho,noêmia oliveira,,,2019-02-21,182740.0,8119.0,2912055
virgem,fábio de luca,,,2019-02-18,432652.0,8859.0,6429652
virgem,leonardo tabet,,,2019-02-18,432652.0,8859.0,6429652
virgem,paula jubé,,,2019-02-18,432652.0,8859.0,6429652
virgem,pedro benevides,,,2019-02-18,432652.0,8859.0,6429652
português fluente,antônio tabet,,,2019-02-16,411895.0,5356.0,8448597
português fluente,rafael portugal,,,2019-02-16,411895.0,5356.0,8448597
mansplaining,gregório duvivier,,,2019-02-14,223964.0,17083.0,2786256
mansplaining,karina ramil,,,2019-02-14,223964.0,17083.0,2786256
mansplaining,pedro benevides,,,2019-02-14,223964.0,17083.0,2786256
mansplaining,manu,,,2019-02-14,223964.0,17083.0,2786256
gemidão,fabio porchat,,,2019-02-11,110321.0,2142.0,1326512
gemidão,pedro benevides,,,2019-02-11,110321.0,2142.0,1326512
enzo,karina ramil,,,2019-02-09,400046.0,7727.0,7259038
enzo,gabriel totoro,,,2019-02-09,400046.0,7727.0,7259038
enzo,pedro benevides,,,2019-02-09,400046.0,7727.0,7259038
enzo,rafael portugal,,,2019-02-09,400046.0,7727.0,7259038
enzo,thati lopes,,,2019-02-09,400046.0,7727.0,7259038
enzo,gregório duvivier,,,2019-02-09,400046.0,7727.0,7259038
enzo,noemia oliveira,,,2019-02-09,400046.0,7727.0,7259038
tempos modernos,antonio tabet,,,2019-02-07,231730.0,2821.0,2670394
tempos modernos,evelyn castro,,,2019-02-07,231730.0,2821.0,2670394
tempos modernos,leonardo tabet,,,2019-02-07,231730.0,2821.0,2670394
tempos modernos,matheus canella,,,2019-02-07,231730.0,2821.0,2670394
pelo brasil,pedro benevides,,,2019-02-04,322690.0,11662.0,5530300
pelo brasil,rafael portugal,,,2019-02-04,322690.0,11662.0,5530300
pelo brasil,victor leal,,,2019-02-04,322690.0,11662.0,5530300
superamigos,clarice falcão,,,2019-02-02,256659.0,4660.0,4157830
superamigos,fabio porchat,,,2019-02-02,256659.0,4660.0,4157830
superamigos,gabriel totoro,,,2019-02-02,256659.0,4660.0,4157830
superamigos,gregório duvivier,,,2019-02-02,256659.0,4660.0,4157830
superamigos,ian sbf,,,2019-02-02,256659.0,4660.0,4157830
superamigos,joão vicente de castro,,,2019-02-02,256659.0,4660.0,4157830
superamigos,letícia lima,,,2019-02-02,256659.0,4660.0,4157830
superamigos,marcus majella,,,2019-02-02,256659.0,4660.0,4157830
superamigos,rafael infante,,,2019-02-02,256659.0,4660.0,4157830
reagindo ao assalto,antonio tabet,,,2019-01-31,205148.0,13169.0,2257104
